,id,original1,edit1,grades1,meanGrade1,original2,edit2,grades2,meanGrade2,label,new1,original11,new2,original22
877,107718-107717,Intelligence Agencies Are Afraid of Contradicting Trump ’s “ <Gut/> ”,Ignorance,22211,1.6,Intelligence Agencies Are Afraid of <Contradicting/> Trump ’s “ Gut ”,Touching,32221,2.0,2,Intelligence Agencies Are Afraid of Contradicting Trump ’s “ Ignorance ”,Intelligence Agencies Are Afraid of Contradicting Trump ’s “ Gut ”,Intelligence Agencies Are Afraid of Touching Trump ’s “ Gut ”,Intelligence Agencies Are Afraid of Contradicting Trump ’s “ Gut ”
878,105830-105831,Internal document suggests Pence role in Trump <Ukraine/> scandal,Stormy,22110,1.2,Internal document suggests Pence role in Trump <Ukraine/> scandal,infidelity,32222,2.2,2,Internal document suggests Pence role in Trump Stormy scandal,Internal document suggests Pence role in Trump Ukraine scandal,Internal document suggests Pence role in Trump infidelity scandal,Internal document suggests Pence role in Trump Ukraine scandal
879,106312-106311,International Olympic Committee bans political <statements/> by athletes at games,bloopers,22211,1.6, <International/> Olympic Committee bans political statements by athletes at games,Fairies,11100,0.6,1,International Olympic Committee bans political bloopers by athletes at games,International Olympic Committee bans political statements by athletes at games, Fairies Olympic Committee bans political statements by athletes at games, International Olympic Committee bans political statements by athletes at games
880,102981-102982,"In wake of Shutterstock ’s Chinese censorship , American companies need to relearn American <values/> ",English,11111,1.0,"In wake of Shutterstock ’s Chinese censorship , American companies need to relearn American <values/> ",language,22110,1.2,2,"In wake of Shutterstock ’s Chinese censorship , American companies need to relearn American English ","In wake of Shutterstock ’s Chinese censorship , American companies need to relearn American values ","In wake of Shutterstock ’s Chinese censorship , American companies need to relearn American language ","In wake of Shutterstock ’s Chinese censorship , American companies need to relearn American values "
881,105926-105925,"In <war/> , as in impeachment , Trump tells America : It ’s none of your business",love,11100,0.6,"In war , as in impeachment , Trump tells <America/> : It ’s none of your business",hamburger,22100,1.0,2,"In love , as in impeachment , Trump tells America : It ’s none of your business","In war , as in impeachment , Trump tells America : It ’s none of your business","In war , as in impeachment , Trump tells hamburger : It ’s none of your business","In war , as in impeachment , Trump tells America : It ’s none of your business"
882,102668-102667,iPhone 11 Pro still collects <location/> data even when told not to - 9to5Mac,flatulence,22220,1.6,iPhone 11 Pro still collects <location/> data even when told not to - 9to5Mac,bathroom,32211,1.8,2,iPhone 11 Pro still collects flatulence data even when told not to - 9to5Mac,iPhone 11 Pro still collects location data even when told not to - 9to5Mac,iPhone 11 Pro still collects bathroom data even when told not to - 9to5Mac,iPhone 11 Pro still collects location data even when told not to - 9to5Mac
883,107521-107522,"I prefer <ISIS/> to Iran on border , says Israeli defense chief",legos,22111,1.4,"I prefer <ISIS/> to Iran on border , says Israeli defense chief",tacos,31110,1.2,1,"I prefer legos to Iran on border , says Israeli defense chief","I prefer ISIS to Iran on border , says Israeli defense chief","I prefer tacos to Iran on border , says Israeli defense chief","I prefer ISIS to Iran on border , says Israeli defense chief"
884,106047-106048,"Iran 's foreign minister : "" We do not seek escalation or <war/> """,clowns,21110,1.0,"Iran 's foreign minister : "" We do not seek escalation or <war/> """,peace,22211,1.6,2,"Iran 's foreign minister : "" We do not seek escalation or clowns ""","Iran 's foreign minister : "" We do not seek escalation or war ""","Iran 's foreign minister : "" We do not seek escalation or peace ""","Iran 's foreign minister : "" We do not seek escalation or war """
885,106070-106071,Iran 's supreme <leader/> says missile strikes insufficient retribution for Soleimani killing,clown,22111,1.4,Iran 's supreme leader says <missile/> strikes insufficient retribution for Soleimani killing,lucky,33210,1.8,2,Iran 's supreme clown says missile strikes insufficient retribution for Soleimani killing,Iran 's supreme leader says missile strikes insufficient retribution for Soleimani killing,Iran 's supreme leader says lucky strikes insufficient retribution for Soleimani killing,Iran 's supreme leader says missile strikes insufficient retribution for Soleimani killing
886,105847-105848,Iran-Born <Ivy/> League Prof Detained and Grilled About Soleimani at JFK,Justice,22210,1.4,Iran-Born <Ivy/> League Prof Detained and Grilled About Soleimani at JFK,Legends,21000,0.6,1,Iran-Born Justice League Prof Detained and Grilled About Soleimani at JFK,Iran-Born Ivy League Prof Detained and Grilled About Soleimani at JFK,Iran-Born Legends League Prof Detained and Grilled About Soleimani at JFK,Iran-Born Ivy League Prof Detained and Grilled About Soleimani at JFK
887,107987-107986,Iran asks <countries/> of plane crash victims not to make it ' political ',pets,21110,1.0, <Iran/> asks countries of plane crash victims not to make it ' political ',Trump,22200,1.2,2,Iran asks pets of plane crash victims not to make it ' political ',Iran asks countries of plane crash victims not to make it ' political ', Trump asks countries of plane crash victims not to make it ' political ', Iran asks countries of plane crash victims not to make it ' political '
888,106264-106265,Iran claims 80 American <troops/> killed in missile barrage ; US says no casualties,midgets,32100,1.2,Iran claims 80 American <troops/> killed in missile barrage ; US says no casualties,nerds,33000,1.2,0,Iran claims 80 American midgets killed in missile barrage ; US says no casualties,Iran claims 80 American troops killed in missile barrage ; US says no casualties,Iran claims 80 American nerds killed in missile barrage ; US says no casualties,Iran claims 80 American troops killed in missile barrage ; US says no casualties
889,105592-105591,Iran condemns Trump as ‘ terrorist in a <suit/> ’ after attack threat,toupee,33321,2.4,Iran condemns Trump as ‘ terrorist in a <suit/> ’ after attack threat,dress,22211,1.6,1,Iran condemns Trump as ‘ terrorist in a toupee ’ after attack threat,Iran condemns Trump as ‘ terrorist in a suit ’ after attack threat,Iran condemns Trump as ‘ terrorist in a dress ’ after attack threat,Iran condemns Trump as ‘ terrorist in a suit ’ after attack threat
890,107787-107788,Iran crown prince predicts regime collapse as protesters ‘ smell <opportunity/> ’,flatulence,33210,1.8,Iran crown prince predicts regime collapse as protesters ‘ smell <opportunity/> ’,skunk,22110,1.2,1,Iran crown prince predicts regime collapse as protesters ‘ smell flatulence ’,Iran crown prince predicts regime collapse as protesters ‘ smell opportunity ’,Iran crown prince predicts regime collapse as protesters ‘ smell skunk ’,Iran crown prince predicts regime collapse as protesters ‘ smell opportunity ’
891,104861-104860,Iran curbs <internet/> before possible new protests : reports,tires,11000,0.4,Iran <curbs/> internet before possible new protests : reports,discovers,32200,1.4,2,Iran curbs tires before possible new protests : reports,Iran curbs internet before possible new protests : reports,Iran discovers internet before possible new protests : reports,Iran curbs internet before possible new protests : reports
892,103609-103608,"Iran has foiled a second cyber-attack in under a <week/> , the country 's telecommunications minister says .",Cave,10000,0.2,"Iran has foiled a second cyber-attack in under a week , the country 's telecommunications <minister/> says .",superhero,32111,1.6,2,"Iran has foiled a second cyber-attack in under a Cave , the country 's telecommunications minister says .","Iran has foiled a second cyber-attack in under a week , the country 's telecommunications minister says .","Iran has foiled a second cyber-attack in under a week , the country 's telecommunications superhero says .","Iran has foiled a second cyber-attack in under a week , the country 's telecommunications minister says ."
893,105794-105795,Iranian-Americans ' harassed ' by <US border/> officials,Disney,32110,1.4,Iranian-Americans ' harassed ' by US border <officials/> ,collies,32222,2.2,2,Iranian-Americans ' harassed ' by Disney officials,Iranian-Americans ' harassed ' by US border officials,Iranian-Americans ' harassed ' by US border collies ,Iranian-Americans ' harassed ' by US border officials 
894,106306-106304,Iranian bulldozers clear plane crash site before Ukrainian <investigators/> arrive,squirrels,21110,1.0,Iranian <bulldozers/> clear plane crash site before Ukrainian investigators arrive,broomsweepers,22111,1.4,2,Iranian bulldozers clear plane crash site before Ukrainian squirrels arrive,Iranian bulldozers clear plane crash site before Ukrainian investigators arrive,Iranian broomsweepers clear plane crash site before Ukrainian investigators arrive,Iranian bulldozers clear plane crash site before Ukrainian investigators arrive
895,106306-106305,Iranian bulldozers clear plane crash site before Ukrainian <investigators/> arrive,squirrels,21110,1.0,Iranian bulldozers clear plane <crash/> site before Ukrainian investigators arrive,cooking,21000,0.6,1,Iranian bulldozers clear plane crash site before Ukrainian squirrels arrive,Iranian bulldozers clear plane crash site before Ukrainian investigators arrive,Iranian bulldozers clear plane cooking site before Ukrainian investigators arrive,Iranian bulldozers clear plane crash site before Ukrainian investigators arrive
896,106304-106305,Iranian <bulldozers/> clear plane crash site before Ukrainian investigators arrive,broomsweepers,22111,1.4,Iranian bulldozers clear plane <crash/> site before Ukrainian investigators arrive,cooking,21000,0.6,1,Iranian broomsweepers clear plane crash site before Ukrainian investigators arrive,Iranian bulldozers clear plane crash site before Ukrainian investigators arrive,Iranian bulldozers clear plane cooking site before Ukrainian investigators arrive,Iranian bulldozers clear plane crash site before Ukrainian investigators arrive
897,106969-106967,Iranian hackers have been “ <password/> spraying ” the US grid,bug,22111,1.4,Iranian <hackers/> have been “ password spraying ” the US grid,exterminators,22211,1.6,2,Iranian hackers have been “ bug spraying ” the US grid,Iranian hackers have been “ password spraying ” the US grid,Iranian exterminators have been “ password spraying ” the US grid,Iranian hackers have been “ password spraying ” the US grid
898,106969-106968,Iranian hackers have been “ <password/> spraying ” the US grid,bug,22111,1.4,Iranian <hackers/> have been “ password spraying ” the US grid,pornstars,32221,2.0,2,Iranian hackers have been “ bug spraying ” the US grid,Iranian hackers have been “ password spraying ” the US grid,Iranian pornstars have been “ password spraying ” the US grid,Iranian hackers have been “ password spraying ” the US grid
899,106967-106968,Iranian <hackers/> have been “ password spraying ” the US grid,exterminators,22211,1.6,Iranian <hackers/> have been “ password spraying ” the US grid,pornstars,32221,2.0,2,Iranian exterminators have been “ password spraying ” the US grid,Iranian hackers have been “ password spraying ” the US grid,Iranian pornstars have been “ password spraying ” the US grid,Iranian hackers have been “ password spraying ” the US grid
900,105563-105562,Iranian military adviser says U.S. targeting cultural sites would be a <war/> crime,tomato,10000,0.2,Iranian military adviser says U.S. targeting cultural <sites/> would be a war crime,bites,11000,0.4,2,Iranian military adviser says U.S. targeting cultural sites would be a tomato crime,Iranian military adviser says U.S. targeting cultural sites would be a war crime,Iranian military adviser says U.S. targeting cultural bites would be a war crime,Iranian military adviser says U.S. targeting cultural sites would be a war crime
901,105569-105568,Iranian Minister Calls Donald Trump A ' Terrorist In A <Suit/> ',wig,22221,1.8,Iranian Minister Calls Donald Trump A ' Terrorist In A <Suit/> ',toupee,333222,2.5,2,Iranian Minister Calls Donald Trump A ' Terrorist In A wig ',Iranian Minister Calls Donald Trump A ' Terrorist In A Suit ',Iranian Minister Calls Donald Trump A ' Terrorist In A toupee ',Iranian Minister Calls Donald Trump A ' Terrorist In A Suit '
902,105516-105515,Iranian official labels Trump a ' terrorist in a <suit/> ',toupe,33311,2.2, <Iranian/> official labels Trump a ' terrorist in a suit ',Salon,21110,1.0,1,Iranian official labels Trump a ' terrorist in a toupe ',Iranian official labels Trump a ' terrorist in a suit ', Salon official labels Trump a ' terrorist in a suit ', Iranian official labels Trump a ' terrorist in a suit '
903,106055-106054,"Iranian official tweets : "" Get the hell out of our <region/> ! """,swamp,311110,1.1666666666666667,"Iranian official tweets : "" Get the hell out of our <region/> ! """,bathroom,32222,2.2,2,"Iranian official tweets : "" Get the hell out of our swamp ! ""","Iranian official tweets : "" Get the hell out of our region ! ""","Iranian official tweets : "" Get the hell out of our bathroom ! ""","Iranian official tweets : "" Get the hell out of our region ! """
904,107365-107366,Iranian police fired live <rounds/> to disperse protesters,puppies,21000,0.6,Iranian police fired live <rounds/> to disperse protesters,skunks,22211,1.6,2,Iranian police fired live puppies to disperse protesters,Iranian police fired live rounds to disperse protesters,Iranian police fired live skunks to disperse protesters,Iranian police fired live rounds to disperse protesters
905,107520-107519,"Iranians were ' lied to ' over downed <plane/> , foreign minister admits",fish,21110,1.0,"Iranians were ' lied to ' over downed <plane/> , foreign minister admits",drinks,22210,1.4,2,"Iranians were ' lied to ' over downed fish , foreign minister admits","Iranians were ' lied to ' over downed plane , foreign minister admits","Iranians were ' lied to ' over downed drinks , foreign minister admits","Iranians were ' lied to ' over downed plane , foreign minister admits"
906,106865-106864,"Iran is closer ‘ than ever before ’ to regime collapse , says former Obama <security/> advisor",Health,21100,0.8," <Iran/> is closer ‘ than ever before ’ to regime collapse , says former Obama security advisor",Trump,11100,0.6,1,"Iran is closer ‘ than ever before ’ to regime collapse , says former Obama Health advisor","Iran is closer ‘ than ever before ’ to regime collapse , says former Obama security advisor"," Trump is closer ‘ than ever before ’ to regime collapse , says former Obama security advisor"," Iran is closer ‘ than ever before ’ to regime collapse , says former Obama security advisor"
907,107807-107808,"Iran is <enriching/> more uranium than before nuclear deal , president says",drinking,222211,1.6666666666666667,"Iran is enriching more <uranium/> than before nuclear deal , president says",skittles,22111,1.4,1,"Iran is drinking more uranium than before nuclear deal , president says","Iran is enriching more uranium than before nuclear deal , president says","Iran is enriching more skittles than before nuclear deal , president says","Iran is enriching more uranium than before nuclear deal , president says"
908,105580-105581,Iran news – live : Iranian MP says ‘ we can attack the <White House/> itself ’,Toupee,32221,2.0,Iran news – live : Iranian MP says ‘ we can <attack/> the White House itself ’,paint,22111,1.4,1,Iran news – live : Iranian MP says ‘ we can attack the Toupee itself ’,Iran news – live : Iranian MP says ‘ we can attack the White House itself ’,Iran news – live : Iranian MP says ‘ we can paint the White House itself ’,Iran news – live : Iranian MP says ‘ we can attack the White House itself ’
909,105957-105956,"Iran plane crash most likely a ‘ shootdown <event/> ’ , aviation experts say .",party,21110,1.0,"Iran plane crash most likely a ‘ shootdown event ’ , <aviation/> experts say .",UFO,22210,1.4,2,"Iran plane crash most likely a ‘ shootdown party ’ , aviation experts say .","Iran plane crash most likely a ‘ shootdown event ’ , aviation experts say .","Iran plane crash most likely a ‘ shootdown event ’ , UFO experts say .","Iran plane crash most likely a ‘ shootdown event ’ , aviation experts say ."
910,107487-107486,"Iran reportedly to sue Trump , US military over Soleimani <killing/> ",hairloss,32211,1.8," <Iran/> reportedly to sue Trump , US military over Soleimani killing",Trump,22100,1.0,1,"Iran reportedly to sue Trump , US military over Soleimani hairloss ","Iran reportedly to sue Trump , US military over Soleimani killing "," Trump reportedly to sue Trump , US military over Soleimani killing"," Iran reportedly to sue Trump , US military over Soleimani killing"
911,106348-106349,"Iran shot down plane with two Russian-made <missiles/> , US official says",perogies,21111,1.2,"Iran shot down <plane/> with two Russian-made missiles , US official says",birds,21110,1.0,1,"Iran shot down plane with two Russian-made perogies , US official says","Iran shot down plane with two Russian-made missiles , US official says","Iran shot down birds with two Russian-made missiles , US official says","Iran shot down plane with two Russian-made missiles , US official says"
912,105862-105863,Iran state TV claims missile launch against U.S. <base/> in Iraq | CBC News,cow,31110,1.2,Iran state TV claims <missile/> launch against U.S. base in Iraq | CBC News,twinkie,22211,1.6,2,Iran state TV claims missile launch against U.S. cow in Iraq | CBC News,Iran state TV claims missile launch against U.S. base in Iraq | CBC News,Iran state TV claims twinkie launch against U.S. base in Iraq | CBC News,Iran state TV claims missile launch against U.S. base in Iraq | CBC News
913,107779-107778,Iran used ' unlawful force ' to crush peaceful <protests/> over downing of Ukrainian plane,walnuts,22221,1.8,Iran used ' unlawful <force/> ' to crush peaceful protests over downing of Ukrainian plane,zebras,22111,1.4,1,Iran used ' unlawful force ' to crush peaceful walnuts over downing of Ukrainian plane,Iran used ' unlawful force ' to crush peaceful protests over downing of Ukrainian plane,Iran used ' unlawful zebras ' to crush peaceful protests over downing of Ukrainian plane,Iran used ' unlawful force ' to crush peaceful protests over downing of Ukrainian plane
914,105924-105923,Iran warns US not <retaliate/> over missile attack in Iraq,laugh,22100,1.0,Iran warns US not retaliate over <missile/> attack in Iraq,McDonalds,11110,0.8,1,Iran warns US not laugh over missile attack in Iraq,Iran warns US not retaliate over missile attack in Iraq,Iran warns US not retaliate over McDonalds attack in Iraq,Iran warns US not retaliate over missile attack in Iraq
915,107065-107064,Iraq 's Balad Air Base struck by several <rockets/> ,Semis,11110,0.8,Iraq 's Balad Air Base struck by several <rockets/> ,Crackers,21110,1.0,2,Iraq 's Balad Air Base struck by several Semis ,Iraq 's Balad Air Base struck by several rockets ,Iraq 's Balad Air Base struck by several Crackers ,Iraq 's Balad Air Base struck by several rockets 
916,105618-105617,Iraq 's parliament votes to <expel/> US military,sympathize,21000,0.6,Iraq 's parliament votes to <expel/> US military,cancel,22100,1.0,2,Iraq 's parliament votes to sympathize US military,Iraq 's parliament votes to expel US military,Iraq 's parliament votes to cancel US military,Iraq 's parliament votes to expel US military
917,106320-106321,Iraq asks U.S. to <make/> plans to withdraw troops,fake,21110,1.0,Iraq asks U.S. to make <plans/> to withdraw troops,doughnuts,32222,2.2,2,Iraq asks U.S. to fake plans to withdraw troops,Iraq asks U.S. to make plans to withdraw troops,Iraq asks U.S. to make doughnuts to withdraw troops,Iraq asks U.S. to make plans to withdraw troops
918,105333-105334,Iraqi militia commander orders fighters to prepare for <battle/> : local TV,snuggling,22221,1.8,Iraqi militia commander orders <fighters/> to prepare for battle : local TV,comics,221000,0.8333333333333334,1,Iraqi militia commander orders fighters to prepare for snuggling : local TV,Iraqi militia commander orders fighters to prepare for battle : local TV,Iraqi militia commander orders comics to prepare for battle : local TV,Iraqi militia commander orders fighters to prepare for battle : local TV
919,105536-105535,Iraqi parliament votes to expel US <troops/> — awaits government approval,smokers,22111,1.4,Iraqi <parliament/> votes to expel US troops — awaits government approval,housewives,22110,1.2,1,Iraqi parliament votes to expel US smokers — awaits government approval,Iraqi parliament votes to expel US troops — awaits government approval,Iraqi housewives votes to expel US troops — awaits government approval,Iraqi parliament votes to expel US troops — awaits government approval
920,105342-105341,Iraqi PM says U.S. killing of Iranian commander will ' light the fuse ' of <war/> ,candle,21111,1.2,Iraqi PM says U.S. killing of Iranian <commander/> will ' light the fuse ' of war,comedian,11100,0.6,1,Iraqi PM says U.S. killing of Iranian commander will ' light the fuse ' of candle ,Iraqi PM says U.S. killing of Iranian commander will ' light the fuse ' of war ,Iraqi PM says U.S. killing of Iranian comedian will ' light the fuse ' of war,Iraqi PM says U.S. killing of Iranian commander will ' light the fuse ' of war
921,106288-106289,Iraqi prime minister tells Pompeo to ' prepare a <mechanism/> ' for troop withdrawal,bell,11000,0.4,Iraqi prime minister tells Pompeo to ' prepare a mechanism ' for <troop/> withdrawal,cocaine,32211,1.8,2,Iraqi prime minister tells Pompeo to ' prepare a bell ' for troop withdrawal,Iraqi prime minister tells Pompeo to ' prepare a mechanism ' for troop withdrawal,Iraqi prime minister tells Pompeo to ' prepare a mechanism ' for cocaine withdrawal,Iraqi prime minister tells Pompeo to ' prepare a mechanism ' for troop withdrawal
922,105212-105211,IRS <drops/> longstanding promise not to compete against TurboTax,eats,111100,0.6666666666666666,IRS drops longstanding promise not to <compete/> against TurboTax,smash,0,0.0,1,IRS eats longstanding promise not to compete against TurboTax,IRS drops longstanding promise not to compete against TurboTax,IRS drops longstanding promise not to smash against TurboTax,IRS drops longstanding promise not to compete against TurboTax
923,108165-108166,Isabel dos Santos : <Africa/> 's richest woman ' ripped off Angola ',Antarctica,22210,1.4,Isabel dos Santos : Africa 's richest <woman/> ' ripped off Angola ',beaver,32200,1.4,0,Isabel dos Santos : Antarctica 's richest woman ' ripped off Angola ',Isabel dos Santos : Africa 's richest woman ' ripped off Angola ',Isabel dos Santos : Africa 's richest beaver ' ripped off Angola ',Isabel dos Santos : Africa 's richest woman ' ripped off Angola '
924,101160-101161,"ISPs lied to Congress to spread <confusion/> about encrypted DNS , Mozilla says",HIV,21100,0.8,"ISPs <lied/> to Congress to spread confusion about encrypted DNS , Mozilla says",sang,22211,1.6,2,"ISPs lied to Congress to spread HIV about encrypted DNS , Mozilla says","ISPs lied to Congress to spread confusion about encrypted DNS , Mozilla says","ISPs sang to Congress to spread confusion about encrypted DNS , Mozilla says","ISPs lied to Congress to spread confusion about encrypted DNS , Mozilla says"
925,107850-107851,Israel Army Reportedly Strikes Gaza After <Rockets/> Launched at Southern Communities,Tweets,22211,1.6,Israel Army Reportedly Strikes Gaza After <Rockets/> Launched at Southern Communities,bagels,22210,1.4,1,Israel Army Reportedly Strikes Gaza After Tweets Launched at Southern Communities,Israel Army Reportedly Strikes Gaza After Rockets Launched at Southern Communities,Israel Army Reportedly Strikes Gaza After bagels Launched at Southern Communities,Israel Army Reportedly Strikes Gaza After Rockets Launched at Southern Communities
926,106607-106606,Israeli education minister implies <homosexuality/> is unnatural,water,22221,1.8,Israeli education minister implies <homosexuality/> is unnatural,Brexit,22110,1.2,1,Israeli education minister implies water is unnatural,Israeli education minister implies homosexuality is unnatural,Israeli education minister implies Brexit is unnatural,Israeli education minister implies homosexuality is unnatural
927,105611-105610,Israel Police arrest two settler teenagers for attacking cops disguised as <Palestinians/> ,spiderman,33222,2.4,Israel Police arrest two settler teenagers for attacking cops disguised as <Palestinians/> ,Trump,22221,1.8,1,Israel Police arrest two settler teenagers for attacking cops disguised as spiderman ,Israel Police arrest two settler teenagers for attacking cops disguised as Palestinians ,Israel Police arrest two settler teenagers for attacking cops disguised as Trump ,Israel Police arrest two settler teenagers for attacking cops disguised as Palestinians 
928,107707-107708,It 's 2020 and Florida 's Supreme Court Just Ruled in Favor of a <Poll/> Tax,Gator,32222,2.2,It 's 2020 and Florida 's Supreme Court Just Ruled in Favor of a <Poll/> Tax,Suntan,22210,1.4,1,It 's 2020 and Florida 's Supreme Court Just Ruled in Favor of a Gator Tax,It 's 2020 and Florida 's Supreme Court Just Ruled in Favor of a Poll Tax,It 's 2020 and Florida 's Supreme Court Just Ruled in Favor of a Suntan Tax,It 's 2020 and Florida 's Supreme Court Just Ruled in Favor of a Poll Tax
929,106174-106173,It 's official : 2019 was the second-hottest <year/> on record,winter,11110,0.8,It 's official : 2019 was the second-hottest <year/> on record,day,10000,0.2,1,It 's official : 2019 was the second-hottest winter on record,It 's official : 2019 was the second-hottest year on record,It 's official : 2019 was the second-hottest day on record,It 's official : 2019 was the second-hottest year on record
930,104774-104775,"Italy court rules home-growing <cannabis/> is legal , reigniting dispute",avocados,22210,1.4,"Italy court rules home-growing cannabis is legal , reigniting <dispute/> ",joints,333221,2.333333333333333,2,"Italy court rules home-growing avocados is legal , reigniting dispute","Italy court rules home-growing cannabis is legal , reigniting dispute","Italy court rules home-growing cannabis is legal , reigniting joints ","Italy court rules home-growing cannabis is legal , reigniting dispute "
931,100880-100879,"It ’s official , former player and ESPN analyst David Ross is to <become/> Chicago Cubs manager .",adopt,22210,1.4,"It ’s official , former player and ESPN analyst David Ross is to become <Chicago Cubs/> manager .",pub,22210,1.4,0,"It ’s official , former player and ESPN analyst David Ross is to adopt Chicago Cubs manager .","It ’s official , former player and ESPN analyst David Ross is to become Chicago Cubs manager .","It ’s official , former player and ESPN analyst David Ross is to become pub manager .","It ’s official , former player and ESPN analyst David Ross is to become Chicago Cubs manager ."
932,106017-106016,Ivanka Trump 's speech at tech conference ignites <backlash/> ,sleep,32220,1.8,Ivanka Trump 's speech at tech conference ignites <backlash/> ,laptops,22110,1.2,1,Ivanka Trump 's speech at tech conference ignites sleep ,Ivanka Trump 's speech at tech conference ignites backlash ,Ivanka Trump 's speech at tech conference ignites laptops ,Ivanka Trump 's speech at tech conference ignites backlash 
933,105876-105875,Ivanka Trump ’s CES keynote address sparks <backlash/> ,wildfire,32222,2.2,Ivanka Trump ’s CES keynote address sparks <backlash/> ,fire,22110,1.2,1,Ivanka Trump ’s CES keynote address sparks wildfire ,Ivanka Trump ’s CES keynote address sparks backlash ,Ivanka Trump ’s CES keynote address sparks fire ,Ivanka Trump ’s CES keynote address sparks backlash 
934,107861-107860,Jack Dorsey asks Elon Musk how to fix Twitter . Musk 's suggestion : <identify/> the bots .,stab,22221,1.8,Jack Dorsey asks Elon Musk how to fix Twitter . Musk 's suggestion : <identify/> the bots .,Nuke,22111,1.4,1,Jack Dorsey asks Elon Musk how to fix Twitter . Musk 's suggestion : stab the bots .,Jack Dorsey asks Elon Musk how to fix Twitter . Musk 's suggestion : identify the bots .,Jack Dorsey asks Elon Musk how to fix Twitter . Musk 's suggestion : Nuke the bots .,Jack Dorsey asks Elon Musk how to fix Twitter . Musk 's suggestion : identify the bots .
935,106634-106635,Jairzinho Rozenstruik punches off a chunk of Alistair Overeem 's <lip/> ,toe,22110,1.2,Jairzinho Rozenstruik <punches/> off a chunk of Alistair Overeem 's lip,kisses,22210,1.4,2,Jairzinho Rozenstruik punches off a chunk of Alistair Overeem 's toe ,Jairzinho Rozenstruik punches off a chunk of Alistair Overeem 's lip ,Jairzinho Rozenstruik kisses off a chunk of Alistair Overeem 's lip,Jairzinho Rozenstruik punches off a chunk of Alistair Overeem 's lip
936,100082-100081,James Comey Responds to DOJ IG Report : An <Apology/> Would Be ‘ Nice ’,apricot,22210,1.4,James Comey Responds to DOJ IG Report : An <Apology/> Would Be ‘ Nice ’,Embrace,222221,1.8333333333333333,2,James Comey Responds to DOJ IG Report : An apricot Would Be ‘ Nice ’,James Comey Responds to DOJ IG Report : An Apology Would Be ‘ Nice ’,James Comey Responds to DOJ IG Report : An Embrace Would Be ‘ Nice ’,James Comey Responds to DOJ IG Report : An Apology Would Be ‘ Nice ’
937,107360-107361,James Murdoch breaks ranks over <climate/> change,outfit,22220,1.6,James Murdoch breaks <ranks/> over climate change,bad,22111,1.4,1,James Murdoch breaks ranks over outfit change,James Murdoch breaks ranks over climate change,James Murdoch breaks bad over climate change,James Murdoch breaks ranks over climate change
938,101198-101199,"Jamie Lee Curtis Opens Up About Being <20 Years/> Sober , Going Public With Her Addiction",sometimes,22200,1.2,"Jamie Lee Curtis Opens Up About Being <20 Years/> Sober , Going Public With Her Addiction",steers,10000,0.2,1,"Jamie Lee Curtis Opens Up About Being sometimes Sober , Going Public With Her Addiction","Jamie Lee Curtis Opens Up About Being 20 Years Sober , Going Public With Her Addiction","Jamie Lee Curtis Opens Up About Being steers Sober , Going Public With Her Addiction","Jamie Lee Curtis Opens Up About Being 20 Years Sober , Going Public With Her Addiction"
939,100970-100969,"Jane Fonda , Ted Danson arrested during weekly climate change <protest/> at U.S. Capitol in Washington , D.C.",prototype,0,0.0,"Jane Fonda , <Ted/> Danson arrested during weekly climate change protest at U.S. Capitol in Washington , D.C.",dancing,20000,0.4,2,"Jane Fonda , Ted Danson arrested during weekly climate change prototype at U.S. Capitol in Washington , D.C.","Jane Fonda , Ted Danson arrested during weekly climate change protest at U.S. Capitol in Washington , D.C.","Jane Fonda , dancing Danson arrested during weekly climate change protest at U.S. Capitol in Washington , D.C.","Jane Fonda , Ted Danson arrested during weekly climate change protest at U.S. Capitol in Washington , D.C."
940,104207-104208,"Jane Fonda Arrested Fifth Time While <Protesting/> in Washington , D.C",Exercising,22221,1.8,"Jane Fonda Arrested Fifth Time While <Protesting/> in Washington , D.C",Parachuting,22221,1.8,0,"Jane Fonda Arrested Fifth Time While Exercising in Washington , D.C","Jane Fonda Arrested Fifth Time While Protesting in Washington , D.C","Jane Fonda Arrested Fifth Time While Parachuting in Washington , D.C","Jane Fonda Arrested Fifth Time While Protesting in Washington , D.C"
941,104207-104206,"Jane Fonda Arrested Fifth Time While <Protesting/> in Washington , D.C",Exercising,22221,1.8,"Jane Fonda Arrested Fifth Time While <Protesting/> in Washington , D.C",Acting,22210,1.4,1,"Jane Fonda Arrested Fifth Time While Exercising in Washington , D.C","Jane Fonda Arrested Fifth Time While Protesting in Washington , D.C","Jane Fonda Arrested Fifth Time While Acting in Washington , D.C","Jane Fonda Arrested Fifth Time While Protesting in Washington , D.C"
942,104208-104206,"Jane Fonda Arrested Fifth Time While <Protesting/> in Washington , D.C",Parachuting,22221,1.8,"Jane Fonda Arrested Fifth Time While <Protesting/> in Washington , D.C",Acting,22210,1.4,1,"Jane Fonda Arrested Fifth Time While Parachuting in Washington , D.C","Jane Fonda Arrested Fifth Time While Protesting in Washington , D.C","Jane Fonda Arrested Fifth Time While Acting in Washington , D.C","Jane Fonda Arrested Fifth Time While Protesting in Washington , D.C"
